User_ID,Frequencia,Valor_Total,Ticket_Medio,Categoria_Favorita,Recencia,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Cluster
1001172,261,2101258,8050.8,5,3356,F,26-35,0,A,2,1,1
1001173,206,1569381,7618.35,5,36205,F,26-35,7,A,3,0,1
1001174,16,108563,6785.19,5,3355,F,18-25,16,C,0,0,3
1001175,37,315057,8515.05,5,3354,F,26-35,2,A,1,0,3
1001176,75,905104,12068.05,1,3353,M,55+,1,C,1,1,4
1001177,41,398957,9730.66,8,3352,F,26-35,17,C,2,1,4
1001178,18,124043,6891.28,8,75128,M,55+,0,C,1,1,2
1001179,135,1436625,10641.67,1,3351,M,51-55,1,B,2,1,4
1001180,23,230895,10038.91,8,75110,F,51-55,20,C,0,1,2
1001181,862,6387961,7410.63,5,3350,M,36-45,7,A,3,1,1
1001182,207,1804464,8717.22,1,3349,M,0-17,10,B,3,0,4
1001183,113,970956,8592.53,5,3348,M,36-45,19,B,1,0,4
1001184,155,1368452,8828.72,5,36092,F,26-35,4,C,1,1,2
1001185,47,360653,7673.47,5,36090,F,36-45,1,C,3,0,2
1001186,119,1202425,10104.41,11,3347,M,18-25,19,A,1,1,4
1001187,21,152084,7242.1,5,3346,F,0-17,0,A,2,0,3
1001188,15,226427,15095.13,1,36071,M,46-50,7,C,2,0,4
1001189,20,208527,10426.35,8,74998,M,26-35,0,C,1,0,2
1001190,17,178301,10488.29,1,74996,M,46-50,0,C,2,0,2
1001191,62,743768,11996.26,11,3345,F,36-45,0,B,3,1,4
1001192,15,139860,9324.0,8,3344,M,51-55,16,A,1,1,4
1001193,153,1129576,7382.85,5,3343,M,26-35,12,C,3,1,4
1001194,367,3041966,8288.74,5,36030,F,26-35,1,B,1,1,1
1001195,53,387824,7317.43,11,36027,F,0-17,10,C,1,0,2
1001196,62,545174,8793.13,8,3342,F,18-25,14,C,3,0,4
1001197,15,167477,11165.13,5,3341,M,36-45,1,C,1,0,4
1001198,61,659844,10817.11,1,36017,M,0-17,10,C,1,0,2
1001199,104,951485,9148.89,5,3340,M,51-55,13,C,4+,1,4
1001200,24,260748,10864.5,8,3339,M,0-17,0,C,4+,0,4
1001201,37,354776,9588.54,1,3338,M,18-25,4,C,4+,0,4
1001202,279,2654016,9512.6,5,35974,M,36-45,12,B,0,0,1
1001203,447,4179027,9349.05,8,3337,F,26-35,1,A,3,0,1
1001204,70,679664,9709.49,1,35936,M,26-35,7,B,4+,0,2
1001205,54,403786,7477.52,8,3336,F,55+,0,C,1,1,3
1001206,69,767566,11124.14,1,35921,F,51-55,7,C,1,1,2
1001208,30,249937,8331.23,8,3335,M,26-35,0,C,1,1,3
1001209,135,1180229,8742.44,1,35915,M,36-45,7,C,1,1,2
1001210,25,320125,12805.0,1,3334,M,26-35,17,C,1,1,4
1001211,235,2347688,9990.16,8,3333,M,18-25,4,A,1,0,1
1001212,38,463157,12188.34,6,3332,F,51-55,1,C,1,0,4
1001213,18,179133,9951.83,8,35888,M,51-55,0,A,1,0,2
1001214,27,184586,6836.52,18,3331,M,55+,13,C,1,1,3
1001215,64,859580,13430.94,1,35883,M,36-45,17,C,0,0,2
1001216,101,1181635,11699.36,1,35874,M,26-35,2,A,1,1,2
1001217,34,381912,11232.71,1,3330,M,26-35,12,A,3,0,4
1001218,120,1093139,9109.49,8,35863,M,55+,15,B,0,1,2
1001219,134,1662783,12408.83,1,35847,M,26-35,7,C,3,1,2
1001220,108,920860,8526.48,1,3329,M,0-17,10,A,3,0,4
1001221,132,1273041,9644.25,5,3328,M,18-25,0,B,1,0,4
1001222,41,309290,7543.66,5,35832,M,36-45,0,C,4+,0,2
1001223,75,726709,9689.45,5,3327,M,26-35,2,C,4+,0,4
1001224,338,3286428,9723.16,8,35803,M,51-55,13,B,4+,0,1
1001225,14,154407,11029.07,6,3326,M,46-50,7,C,1,1,4
1001226,18,120297,6683.17,8,3325,M,18-25,20,C,2,0,3
1001227,76,680959,8959.99,8,3324,M,51-55,1,B,2,0,4
1001228,137,1434122,10468.04,8,3323,M,26-35,1,C,4+,1,4
1001229,18,143617,7978.72,8,3322,F,26-35,4,C,0,1,3
1001230,148,1700665,11490.98,1,3321,M,26-35,11,B,2,0,4
1001231,59,653641,11078.66,8,3320,M,26-35,12,C,1,0,4
1001232,69,562722,8155.39,5,35763,F,18-25,4,C,2,0,2
1001233,34,370097,10885.21,1,35760,F,46-50,20,C,1,1,2
1001234,11,175458,15950.73,1,35759,M,18-25,4,B,2,0,4
1001235,34,256097,7532.26,8,3319,F,26-35,7,A,1,0,3
1001236,17,195097,11476.29,1,3318,F,26-35,1,C,1,0,4
1001237,16,142872,8929.5,5,3317,M,18-25,4,C,1,1,4
1001238,30,241398,8046.6,8,3316,F,36-45,20,A,1,0,3
1001239,50,487870,9757.4,8,3315,F,26-35,20,B,1,0,4
1001240,14,134342,9595.86,1,3314,F,18-25,14,B,3,1,4
1001241,116,1173447,10115.92,5,35748,M,0-17,10,B,1,0,2
1001242,362,3048547,8421.4,5,35720,F,36-45,0,A,0,1,1
1001243,207,1818755,8786.26,5,3313,M,36-45,15,B,4+,1,4
1001244,296,3056483,10325.96,1,35691,M,26-35,4,A,4+,1,1
1001246,337,3477038,10317.62,1,3312,M,18-25,4,A,2,0,1
1001247,18,228690,12705.0,1,35666,M,36-45,0,B,2,0,2
1001248,59,607552,10297.49,5,35663,F,36-45,20,B,4+,0,2
1001249,13,171624,13201.85,1,3311,M,36-45,2,C,2,0,4
1001250,14,145794,10413.86,5,3310,M,51-55,0,C,1,1,4
1001251,30,207237,6907.9,5,35660,M,26-35,7,C,0,1,2
1001252,77,717733,9321.21,8,3309,M,55+,13,C,3,0,4
1001253,39,269686,6915.03,5,35650,F,36-45,20,C,1,1,2
1001254,66,545376,8263.27,5,3308,F,18-25,1,B,2,0,3
1001255,146,1251705,8573.32,8,3307,M,26-35,17,A,4+,0,4
1001256,16,176868,11054.25,8,3306,M,26-35,20,B,4+,0,4
1001257,25,276955,11078.2,1,35630,F,18-25,14,C,3,1,2
1001258,24,360940,15039.17,6,3305,M,46-50,7,C,1,0,4
1001259,34,384656,11313.41,1,3304,M,36-45,7,C,2,1,4
1001260,283,2678394,9464.29,8,3303,M,26-35,17,B,0,0,1
1001261,115,1118316,9724.49,5,3302,M,18-25,4,C,2,0,4
1001262,101,771592,7639.52,5,3301,M,26-35,4,A,0,1,3
1001263,169,1121150,6634.02,5,35569,M,0-17,10,B,4+,0,2
1001264,405,3888792,9601.96,8,3300,M,26-35,1,A,3,0,1
1001265,189,1392026,7365.22,5,3299,F,18-25,20,B,0,1,4
1001266,407,3194568,7849.06,5,35499,M,26-35,4,B,0,1,1
1001267,94,908750,9667.55,1,3298,M,26-35,15,C,1,0,4
1001268,111,1207532,10878.67,5,3297,M,51-55,2,B,1,1,4
1001269,16,134732,8420.75,5,3296,F,55+,13,C,2,1,3
1001270,16,122944,7684.0,8,3295,M,26-35,6,C,1,0,3
1001271,95,949418,9993.87,5,35469,F,46-50,6,C,3,1,2
1001272,154,1451777,9427.12,1,3294,M,18-25,20,B,0,0,4
1001273,202,1773658,8780.49,5,3293,M,36-45,2,C,3,1,4
1001274,347,3293478,9491.29,8,3292,M,46-50,7,B,4+,1,1
1001275,14,141776,10126.86,8,3291,M,51-55,17,C,1,1,4
1001276,41,337409,8229.49,5,35418,M,36-45,17,B,2,0,2
1001277,20,127418,6370.9,11,3290,F,18-25,0,C,1,0,3
1001278,36,380799,10577.75,1,35410,M,18-25,4,C,3,0,2
1001279,197,1362801,6917.77,8,3289,M,36-45,1,A,2,0,1
1001280,36,300384,8344.0,5,3288,M,0-17,10,C,1,0,3
1001281,84,606067,7215.08,8,3287,M,26-35,19,C,1,0,3
1001282,12,93851,7820.92,5,3286,M,51-55,1,C,2,1,3
1001283,26,197347,7590.27,5,3285,F,18-25,1,C,3,0,3
1001284,273,2550856,9343.79,8,3284,M,46-50,16,A,1,1,1
1001285,606,5805379,9579.83,5,3283,M,36-45,4,A,0,1,1
1001286,36,251286,6980.17,8,3282,M,36-45,17,A,1,0,3
1001287,59,680206,11528.92,8,35319,F,51-55,7,B,3,0,2
1001288,80,606034,7575.42,8,3281,F,36-45,19,C,1,0,3
1001289,24,321532,13397.17,1,3280,M,46-50,6,C,0,0,4
1001290,25,248419,9936.76,8,35308,M,36-45,0,C,1,0,2
1001291,151,1220101,8080.14,8,3279,F,36-45,0,A,3,0,4
1001292,26,220203,8469.35,1,3278,M,26-35,7,C,3,0,3
1001293,44,277877,6315.39,5,3277,M,26-35,5,C,1,0,3
1001294,142,1054076,7423.07,5,3276,F,51-55,20,B,4+,1,3
1001295,26,308233,11855.12,10,3275,F,36-45,6,C,1,1,4
1001296,31,284759,9185.77,5,35278,M,0-17,0,C,4+,0,2
1001297,275,2564585,9325.76,5,3274,M,26-35,7,A,4+,0,1
1001298,342,3328461,9732.34,5,3273,M,36-45,6,B,4+,0,1
1001299,137,1564596,11420.41,1,3272,M,26-35,14,B,1,0,4
1001300,87,664613,7639.23,5,3271,M,0-17,10,C,3,0,3
1001301,170,1863744,10963.2,1,35201,F,26-35,2,C,1,1,2
1001302,36,464767,12910.19,1,35199,M,18-25,4,C,2,0,2
1001303,379,3163252,8346.31,5,35180,M,26-35,19,A,4+,0,1
1001304,49,623700,12728.57,1,35177,M,26-35,14,C,1,1,2
1001305,16,236269,14766.81,7,3270,M,46-50,20,B,4+,1,4
1001306,246,2740370,11139.72,5,3269,M,26-35,3,B,3,0,1
1001307,16,185557,11597.31,1,3268,M,55+,13,C,2,1,4
1001309,16,162598,10162.38,1,3267,M,26-35,14,C,0,0,4
1001310,13,94677,7282.85,8,112774,M,46-50,0,C,4+,1,2
1001311,95,1034576,10890.27,1,3266,M,18-25,10,C,1,0,4
1001312,85,855615,10066.06,1,3265,M,26-35,14,B,2,1,4
1001313,17,175294,10311.41,1,3264,M,18-25,4,B,4+,1,4
1001314,112,803700,7175.89,3,3263,F,18-25,4,C,0,0,3
1001315,57,603190,10582.28,8,3262,M,36-45,7,C,2,1,4
1001316,19,131589,6925.74,5,3261,M,51-55,2,C,2,0,3
1001317,436,3960303,9083.26,5,3260,M,46-50,7,B,3,1,1
1001318,9,80505,8945.0,1,3259,M,18-25,16,B,4+,1,4
1001319,19,134983,7104.37,5,35097,F,26-35,3,C,2,1,2
1001320,70,999365,14276.64,1,3258,M,26-35,4,A,2,0,4
1001321,101,780200,7724.75,8,3257,F,26-35,14,C,3,1,3
1001322,230,2028806,8820.9,5,3256,M,55+,0,A,0,0,1
1001323,94,753376,8014.64,8,3255,F,36-45,2,C,1,0,3
1001324,60,610061,10167.68,8,3254,M,36-45,16,B,3,0,4
1001325,163,1746087,10712.19,1,3253,M,26-35,1,B,1,1,4
1001326,20,200245,10012.25,8,35044,F,26-35,0,A,1,0,2
1001327,40,351242,8781.05,8,35039,M,0-17,10,B,0,0,2
1001328,81,1115881,13776.31,1,3252,M,36-45,14,A,1,0,4
1001329,235,2180575,9279.04,1,3251,M,18-25,14,B,3,0,1
1001330,23,248014,10783.22,8,3250,M,55+,1,C,4+,0,4
1001331,96,784036,8167.04,8,3249,M,46-50,0,C,4+,1,3
1001332,17,144052,8473.65,5,3248,M,26-35,7,C,3,0,3
1001333,299,3065866,10253.73,1,34988,M,26-35,17,A,4+,0,1
1001334,36,376662,10462.83,8,34983,M,51-55,7,C,0,1,2
1001335,172,1262318,7339.06,8,34967,M,36-45,0,C,1,0,2
1001336,11,120810,10982.73,3,112600,F,51-55,20,B,4+,1,2
1001337,40,332640,8316.0,3,3247,M,55+,17,C,1,1,3
1001338,75,991662,13222.16,1,3246,M,26-35,0,A,3,1,4
1001339,115,893314,7767.95,5,34953,M,36-45,18,C,2,0,2
1001340,451,2653719,5884.08,1,3245,M,26-35,7,A,2,0,1
1001341,51,244581,4795.71,11,3244,M,18-25,7,C,3,0,3
1001342,51,415660,8150.2,11,3243,M,36-45,0,C,4+,0,3
1001343,153,1621007,10594.82,5,3242,M,36-45,14,B,3,0,4
1001344,36,312979,8693.86,5,3241,F,26-35,9,C,4+,0,3
1001345,112,835463,7459.49,5,34884,F,26-35,2,C,1,1,2
1001346,18,171720,9540.0,5,3240,M,36-45,20,C,1,0,4
1001347,85,753065,8859.59,5,3239,F,18-25,1,C,0,0,4
1001348,77,597761,7763.13,3,3238,F,0-17,10,A,3,0,3
1001349,23,417743,18162.74,1,34867,M,51-55,7,B,3,1,4
1001350,70,655115,9358.79,5,34861,F,36-45,0,C,1,0,2
1001351,14,141697,10121.21,1,151397,F,26-35,17,C,4+,1,2
1001352,72,668248,9281.22,8,3237,M,36-45,20,B,2,0,4
1001353,35,291632,8332.34,3,3236,M,0-17,10,C,0,0,3
1001354,386,3237650,8387.69,5,34822,F,26-35,2,B,3,0,1
1001355,27,234934,8701.26,5,73755,F,46-50,20,A,3,0,2
1001356,270,1930537,7150.14,1,34792,F,18-25,4,B,2,0,1
1001357,95,480023,5052.87,11,3235,M,46-50,0,C,1,1,3
1001358,128,1411223,11025.18,1,3234,M,36-45,17,C,1,1,4
1001359,51,479765,9407.16,3,3233,M,36-45,1,C,2,0,4
1001360,58,561977,9689.26,1,34764,M,26-35,20,C,1,1,2
1001361,75,680345,9071.27,8,3232,F,26-35,0,A,1,0,4
1001362,125,1193668,9549.34,1,3231,M,36-45,12,B,0,0,4
1001363,13,125943,9687.92,5,3230,M,51-55,7,B,3,0,4
1001364,31,248688,8022.19,11,3229,F,46-50,2,A,0,0,3
1001365,40,322732,8068.3,5,3228,F,0-17,10,C,3,0,3
1001366,78,652647,8367.27,5,3227,M,0-17,10,C,0,0,3
1001367,119,1079707,9073.17,5,34740,M,26-35,12,C,1,0,2
1001368,24,200928,8372.0,5,3226,F,26-35,3,C,1,0,3
1001369,227,2377019,10471.45,1,3225,M,26-35,5,B,1,1,1
1001370,80,701728,8771.6,1,3224,M,36-45,2,C,2,1,4
1001371,23,269701,11726.13,8,34715,F,51-55,2,A,3,1,2
1001372,37,324831,8779.22,1,3223,M,0-17,10,B,1,0,3
1001373,45,487812,10840.27,1,34709,F,26-35,1,A,1,0,2
1001374,51,436502,8558.86,8,3222,M,51-55,1,B,3,0,3
1001375,37,305751,8263.54,5,3221,F,46-50,5,B,2,1,3
1001376,58,563418,9714.1,8,3220,F,46-50,1,C,1,1,4
1001377,299,2559727,8560.96,1,3219,M,36-45,16,B,3,1,1
1001378,37,474454,12823.08,8,3218,F,46-50,7,C,3,1,4
1001379,16,106872,6679.5,5,3217,F,55+,13,C,2,1,3
1001380,141,1401331,9938.52,1,34662,M,0-17,10,C,0,0,2
1001381,42,291370,6937.38,5,3216,M,18-25,11,C,1,0,3
1001382,20,177279,8863.95,8,3215,F,46-50,1,C,1,0,4
1001383,453,3380104,7461.6,5,3214,F,26-35,7,A,1,0,1
1001384,13,138191,10630.08,1,3213,M,18-25,10,C,1,0,4
1001385,12,115789,9649.08,8,3212,F,26-35,5,C,1,1,4
1001386,42,385080,9168.57,5,34624,F,26-35,0,B,1,0,2
1001387,129,1205866,9347.8,5,3211,F,51-55,13,B,1,1,4
1001388,37,452726,12235.84,1,3210,M,55+,20,C,2,1,4
1001389,242,2473249,10220.04,1,3209,M,26-35,17,B,4+,1,1
1001390,176,1714252,9740.07,5,3208,M,36-45,16,C,3,1,4
1001391,121,1038116,8579.47,5,34570,M,36-45,15,C,0,1,2
1001392,135,1312252,9720.39,1,34558,M,46-50,3,C,1,1,2
1001393,63,655561,10405.73,8,3207,M,18-25,4,B,3,0,4
1001394,19,111226,5854.0,5,3206,F,26-35,3,A,0,0,3
1001395,162,1735893,10715.39,1,3205,M,26-35,2,B,1,1,4
1001396,112,978278,8734.62,5,3204,F,26-35,12,A,4+,1,4
1001397,29,303420,10462.76,5,34531,M,36-45,7,C,3,1,2
1001398,23,205025,8914.13,8,3203,F,55+,16,C,3,1,4
1001399,143,1436906,10048.29,1,3202,M,18-25,17,C,1,0,4
1001400,38,390224,10269.05,5,3201,M,26-35,7,B,4+,0,4
1001401,38,367600,9673.68,8,3200,F,18-25,1,C,3,0,4
1001402,33,332193,10066.45,5,3199,M,18-25,4,C,3,0,4
1001403,38,456890,12023.42,1,34510,F,26-35,0,C,4+,1,2
1001404,192,1221368,6361.29,5,34496,M,51-55,16,B,1,1,2
1001405,38,298423,7853.24,11,3198,M,55+,13,C,1,1,3
1001406,13,104679,8052.23,8,34491,M,26-35,4,C,2,1,2
1001407,108,1088202,10075.94,8,3197,F,36-45,15,A,1,1,4
1001408,82,928115,11318.48,1,34481,M,26-35,0,B,1,1,2
1001409,47,559455,11903.3,5,3196,M,18-25,4,B,1,1,4
1001410,47,503410,10710.85,1,3195,M,51-55,7,B,3,1,4
1001411,35,300643,8589.8,5,34472,M,36-45,1,C,2,0,2
1001412,12,117304,9775.33,1,73403,M,26-35,17,C,4+,1,2
1001413,98,1016165,10369.03,5,34466,M,18-25,3,B,1,1,2
1001414,52,741948,14268.23,1,34464,M,18-25,4,C,4+,0,4
1001415,113,1085118,9602.81,8,3194,M,46-50,14,C,1,0,4
1001416,10,70601,7060.1,8,3193,M,26-35,14,B,1,1,3
1001417,18,140803,7822.39,1,3192,M,36-45,16,C,2,0,3
1001418,161,1553229,9647.39,1,34441,M,18-25,4,A,1,1,2
1001420,166,1789820,10782.05,1,3191,M,18-25,4,C,3,0,4
1001421,113,965644,8545.52,5,3190,F,0-17,10,A,1,0,4
1001422,409,3173021,7758.0,5,3189,M,36-45,17,B,3,0,1
1001423,50,382685,7653.7,5,3188,M,26-35,4,C,2,1,3
1001424,28,217903,7782.25,11,3187,M,36-45,0,C,2,1,3
1001425,428,3762050,8789.84,5,3186,M,0-17,10,B,1,0,1
1001426,216,2088687,9669.85,1,3185,M,18-25,14,B,3,0,1
1001427,90,817651,9085.01,3,3184,M,26-35,12,C,2,0,4
1001428,33,331687,10051.12,8,3183,F,46-50,11,C,2,1,4
1001429,18,134288,7460.44,8,3182,F,36-45,3,C,4+,0,3
1001430,64,668506,10445.41,5,3181,M,18-25,4,B,2,1,4
1001431,15,111581,7438.73,1,3180,M,55+,6,C,1,1,3
1001432,19,163086,8583.47,5,3179,M,36-45,1,C,2,1,3
1001433,51,628659,12326.65,1,34323,F,18-25,14,C,1,0,2
1001434,160,872625,5453.91,5,3178,F,0-17,10,A,0,0,1
1001435,22,174877,7948.95,8,3177,M,26-35,14,A,4+,0,3
1001436,39,381555,9783.46,8,34307,F,51-55,6,B,1,1,2
1001437,95,1079450,11362.63,8,34301,M,51-55,3,C,4+,0,2
1001438,25,181470,7258.8,5,3176,M,18-25,2,C,0,0,3
1001439,18,265956,14775.33,6,34297,M,36-45,3,C,1,1,4
1001440,70,599318,8561.69,8,3175,M,36-45,12,C,1,0,3
1001441,48,371978,7749.54,5,3174,M,36-45,16,C,3,1,3
1001442,96,869018,9052.27,3,3173,M,18-25,2,A,3,0,4
1001443,27,283423,10497.15,5,3172,M,36-45,2,C,0,1,4
1001444,18,152311,8461.72,5,3171,F,26-35,4,B,1,0,3
1001445,15,127554,8503.6,1,3170,M,26-35,2,C,1,1,3
1001446,54,645419,11952.2,5,34272,M,36-45,12,B,4+,1,2
1001447,533,4503530,8449.4,5,34229,M,18-25,4,A,0,0,1
1001448,570,5136424,9011.27,8,34197,F,26-35,3,A,1,0,1
1001449,714,5103795,7148.17,5,34148,M,36-45,20,A,1,1,1
1001450,65,374646,5763.78,5,3169,M,18-25,4,B,2,1,3
1001451,393,3834928,9758.09,8,3168,M,36-45,20,B,0,0,1
1001452,11,98520,8956.36,5,3167,F,55+,13,C,1,1,4
1001454,11,103186,9380.55,8,3166,M,18-25,4,C,2,0,4
1001455,40,344772,8619.3,8,3165,F,46-50,0,B,1,1,3
1001456,14,167350,11953.57,1,3164,M,26-35,2,C,1,0,4
1001457,163,1560851,9575.77,5,34106,M,26-35,1,B,1,1,2
1001458,55,489274,8895.89,5,3163,M,0-17,0,B,2,0,4
1001459,15,116300,7753.33,5,73017,F,26-35,0,C,0,0,2
1001460,20,162269,8113.45,5,3162,F,18-25,4,C,3,1,3
1001461,30,242641,8088.03,5,3161,F,46-50,0,B,2,1,3
1001462,19,156823,8253.84,5,3160,M,36-45,16,B,2,1,3
1001463,61,588451,9646.74,1,3159,M,51-55,16,C,4+,1,4
1001464,46,569640,12383.48,1,3158,M,36-45,12,C,3,1,4
1001465,346,3367140,9731.62,8,3157,M,51-55,16,B,4+,1,1
1001466,128,1521268,11884.91,1,3156,M,18-25,4,C,3,1,4
1001467,56,499468,8919.07,8,3155,M,26-35,5,C,2,0,4
1001468,67,899664,13427.82,1,3154,M,0-17,14,B,1,0,4
1001469,24,188901,7870.88,5,3153,M,55+,20,C,1,0,3
1001470,400,2898885,7247.21,5,3152,M,18-25,4,A,1,1,1
1001471,10,82550,8255.0,5,33996,M,26-35,17,B,1,0,2
1001472,132,1591171,12054.33,1,33991,M,26-35,7,C,1,0,2
1001473,134,1399618,10444.91,1,3151,M,26-35,14,B,0,0,4
1001474,72,709276,9851.06,8,33981,M,26-35,4,A,2,1,2
1001475,41,395208,9639.22,8,33977,F,26-35,2,B,3,0,2
1001476,40,407413,10185.33,3,72917,F,18-25,0,B,0,0,2
1001477,20,151437,7571.85,5,33975,F,46-50,1,C,2,0,2
1001478,17,126167,7421.59,8,3150,M,0-17,10,C,2,0,3
1001479,16,150667,9416.69,8,72913,F,51-55,2,B,1,0,2
1001480,26,212784,8184.0,5,3149,M,26-35,20,C,1,0,3
1001481,50,540923,10818.46,3,3148,M,36-45,17,C,4+,0,4
1001482,34,277386,8158.41,8,3147,M,26-35,7,C,3,0,3
1001483,151,1453483,9625.72,1,3146,M,18-25,4,B,1,0,4
1001484,179,1602846,8954.45,8,33940,M,26-35,12,C,1,0,2
1001485,15,151301,10086.73,5,3145,F,26-35,9,C,3,1,4
1001486,31,334509,10790.61,1,33934,M,26-35,16,C,4+,1,2
1001487,20,124611,6230.55,5,72867,M,36-45,7,C,2,1,2
1001488,12,149715,12476.25,1,3144,M,26-35,7,B,2,0,4
1001489,264,1601132,6064.89,5,3143,F,36-45,2,A,2,1,1
1001490,100,1431250,14312.5,1,3142,M,51-55,7,B,4+,1,4
1001491,137,1091925,7970.26,8,33902,M,18-25,4,B,1,0,2
1001492,71,584390,8230.85,1,3141,M,26-35,12,A,0,1,3
1001494,58,535886,9239.41,5,3140,M,26-35,17,C,3,1,4
1001495,104,687176,6607.46,3,3139,M,18-25,0,C,1,0,3
1001496,325,2393064,7363.27,1,3138,M,26-35,17,A,2,0,1
1001497,109,1446916,13274.46,1,3137,M,51-55,5,C,1,1,4
1001498,63,642408,10196.95,1,33841,M,18-25,4,A,2,0,2
1001499,77,900416,11693.71,1,3136,M,0-17,10,C,1,0,4
1001500,53,469933,8866.66,5,3135,M,26-35,17,A,2,0,4
1001501,300,2714621,9048.74,5,3134,M,26-35,11,A,3,0,1
1001502,158,1471713,9314.64,1,3133,M,18-25,4,C,3,0,4
1001503,156,1494037,9577.16,1,3132,M,26-35,12,A,2,0,4
1001504,21,245489,11689.95,1,33792,M,18-25,19,A,3,0,2
1001505,172,1378282,8013.27,5,3131,M,51-55,11,C,3,1,4
1001506,58,570693,9839.53,1,33775,M,26-35,7,C,4+,1,2
1001507,58,545411,9403.64,5,3130,M,36-45,17,C,0,0,4
1001508,13,140703,10823.31,1,72708,F,0-17,10,C,4+,0,2
1001509,170,1435408,8443.58,1,3129,M,0-17,0,B,3,0,4
1001510,20,165079,8253.95,1,3128,F,26-35,1,A,1,0,3
1001511,41,433381,10570.27,8,3127,M,36-45,12,C,4+,1,4
1001512,20,168155,8407.75,5,3126,M,26-35,20,C,4+,0,3
1001513,88,882711,10030.81,8,3125,F,36-45,16,C,4+,1,4
1001514,72,687373,9546.85,5,3124,M,18-25,4,B,4+,1,4
1001515,15,134229,8948.6,5,3123,M,26-35,16,C,3,1,4
1001516,179,1513945,8457.79,5,3122,F,26-35,12,B,1,0,4
1001517,41,394847,9630.41,8,33720,M,18-25,0,B,4+,1,2
1001518,11,163390,14853.64,1,3121,M,26-35,2,C,1,0,4
1001519,50,465002,9300.04,5,33717,M,18-25,4,C,1,0,2
1001520,14,170201,12157.21,1,3120,M,26-35,17,B,1,0,4
1001521,40,330337,8258.42,8,3119,F,26-35,7,C,2,1,3
1001522,43,521213,12121.23,1,3118,M,36-45,20,A,0,1,4
1001523,59,632333,10717.51,1,33706,M,26-35,17,C,0,0,2
1001524,137,1312283,9578.71,5,3117,M,18-25,4,B,1,0,4
1001525,59,520945,8829.58,5,3116,F,26-35,16,B,3,1,4
1001526,20,151627,7581.35,5,3115,M,55+,17,C,4+,1,3
1001527,73,652197,8934.21,8,3114,M,18-25,10,C,1,1,4
1001528,35,306559,8758.83,8,3113,M,26-35,15,C,1,0,3
1001529,13,152942,11764.77,1,3112,M,18-25,4,C,4+,1,4
1001530,224,2182059,9741.33,5,33667,M,26-35,4,A,1,1,1
1001531,19,144107,7584.58,1,3111,M,46-50,17,C,2,1,3
1001532,70,588047,8400.67,5,3110,M,18-25,14,C,3,0,3
1001533,46,461704,10037.04,8,33657,M,46-50,1,C,0,1,2
1001534,11,75153,6832.09,8,3109,M,51-55,12,C,3,1,3
1001535,16,106785,6674.06,5,72610,F,18-25,20,C,3,0,2
1001536,23,199041,8653.96,5,3108,F,36-45,3,C,3,0,3
1001537,17,182294,10723.18,1,3107,M,18-25,20,B,0,0,4
1001538,52,517440,9950.77,5,33649,M,26-35,3,C,2,0,2
1001539,16,213555,13347.19,8,33648,M,26-35,3,C,1,0,4
1001540,66,739476,11204.18,1,33643,M,46-50,0,A,4+,1,2
1001541,18,222410,12356.11,8,3106,M,55+,17,C,3,1,4
1001542,172,1897228,11030.4,1,3105,M,18-25,17,C,4+,0,1
1001543,103,1035339,10051.83,1,3104,M,26-35,11,C,2,0,4
1001544,93,897508,9650.62,5,3103,M,26-35,12,B,2,0,4
1001545,112,982106,8768.8,1,33608,M,26-35,20,A,1,0,2
1001546,198,1976396,9981.8,5,3102,M,26-35,4,A,4+,1,1
1001547,78,730131,9360.65,5,33595,M,55+,13,A,4+,1,2
1001548,24,180904,7537.67,8,3101,M,36-45,1,A,3,0,3
1001549,11,77878,7079.82,1,3100,M,36-45,6,C,4+,0,3
1001550,16,142568,8910.5,8,3099,M,18-25,4,C,1,0,4
1001551,95,925503,9742.14,8,3098,M,26-35,11,B,1,1,4
1001552,144,1345731,9345.35,5,3097,M,46-50,20,B,1,1,4
1001553,27,183135,6782.78,5,3096,F,26-35,15,C,0,0,3
1001554,16,167463,10466.44,1,3095,F,36-45,12,C,3,1,4
1001555,49,484609,9889.98,5,3094,F,18-25,0,B,0,1,4
1001556,205,1585357,7733.45,5,3093,M,18-25,4,A,3,1,4
1001557,35,337478,9642.23,5,33549,F,18-25,4,C,1,0,2
1001558,14,228166,16297.57,1,33548,M,18-25,6,A,1,1,4
1001559,29,265011,9138.31,1,33546,M,36-45,8,A,1,0,2
1001560,79,841705,10654.49,1,3092,F,26-35,3,B,2,0,4
1001561,99,803020,8111.31,5,33538,F,18-25,4,C,2,0,2
1001562,17,81552,4797.18,11,3091,M,18-25,20,C,1,1,3
1001563,44,405722,9220.95,5,3090,F,0-17,10,B,0,0,4
1001564,65,690975,10630.38,1,3089,M,51-55,1,C,1,1,4
1001565,25,154300,6172.0,5,33528,M,46-50,17,B,1,1,2
1001566,12,105654,8804.5,1,72486,M,36-45,16,C,3,0,2
1001567,66,762527,11553.44,8,3088,M,26-35,12,B,1,0,4
1001568,14,128842,9203.0,5,3087,F,0-17,10,C,1,0,4
1001569,44,430659,9787.7,8,33517,F,55+,13,C,1,1,2
1001570,40,426539,10663.48,10,72473,M,18-25,17,B,1,1,2
